access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts,federal_agency.id,federal_agency.code,federal_agency.name
public,24 hours daily,,,2024-12-04,,ELEC,Public,195049,,2021-09-03,,,E,,,Torrey Reserve TR14,800-663-5633,2024-12-04T00:05:05Z,GPS,32.9293696,-117.2382781,San Diego,US,,,CA,11710 El Camino Real,92130,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,$1.00-$7.00/Hr Variable Parking Fee,,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000002537'],"['ec7d626f-5a87-3f0b-1307-200000007607', 'ec7d626f-5a87-3f0b-1307-200000018257']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195050,,2016-12-16,,,E,,,American Specialty Health,800-663-5633,2024-12-04T00:55:23Z,GPS,32.89961764565746,-117.2062092914097,San Diego,US,,,CA,10241 Wateridge Circle,92121,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,FREE,,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000001755'],['46ff692c-a55a-4694-8ccd-cade2d52130a'],,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195072,,2021-09-04,,,E,,,Del Mar Gateway,800-663-5633,2024-12-04T00:54:56Z,GPS,32.9364517,-117.2386939,San Diego,US,,,CA,11988 El Camino Real,92130,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,$1.50-$10.00/Hr Variable Parking Fee,,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000001647'],"['ec7d626f-5a87-3f0b-1307-200000004438', 'ec7d626f-5a87-3f0b-1307-200000016836', 'ec7d626f-5a87-3f0b-1307-200000016837', 'ec7d626f-5a87-3f0b-1307-200000020199']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,195098,,2021-09-04,,,E,,,LUISENO PARK A01,888-758-4389,2024-12-03T01:50:02Z,GPS,33.272953,-117.297428,Oceanside,US,,,CA,1069 Teal Way,92057,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL7995851'],['13909231'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,195099,,2021-09-04,,,E,,,LUISENO PARK A04,888-758-4389,2024-12-03T01:50:03Z,GPS,33.272834,-117.29731,Oceanside,US,,,CA,1069 Teal Way,92057,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL7996301'],['13910031'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,195100,,2021-09-04,,,E,,,LUISENO PARK A02 A03,888-758-4389,2024-12-03T01:51:53Z,GPS,33.272897,-117.297361,Oceanside,US,,,CA,1069 Teal Way,92057,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL8510681'],"['14908491', '14908501']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195383,,2019-03-12,,,E,,,Madson-MOB Citracado,800-663-5633,2024-12-04T00:15:32Z,GPS,33.1131741,-117.1208647,Escondido,US,,,CA,1955 Citracado Parkway,92029,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,$2.00/Hr Parking Fee,,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000003056'],['ec7d626f-5a87-3f0b-1307-200000008973'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,195492,,2021-09-07,,,E,,,Manchester Financial Fifth Ave,800-663-5633,2024-12-04T00:01:11Z,GPS,32.7319608,-117.1606582,San Diego,US,,,CA,2550 Fifth Ave,92103,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,$0.00-$5.00/Hr Variable Parking Fee,,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000002109'],"['416c13f0-902a-433f-a7ed-11611be57001', 'ec7d626f-5a87-3f0b-1307-200000005895', 'ec7d626f-5a87-3f0b-1307-200000005896']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195541,,2021-09-07,,,E,,,Second Street and B Avenue,888-998-2546,2024-12-04T00:33:47Z,GPS,32.696812,-117.170396,Coronado,US,,,CA,Second Street B Avenue,92118,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000617436'],"['8e9d1dfc-c438-4dcb-a7d6-6f5024e3a9c7', 'f0f78b37-7572-4168-8995-589ad89492ff']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195645,,2020-01-09,,,E,,,Aliso Viejo Center,800-663-5633,2024-12-04T00:41:47Z,GPS,33.6005016,-117.7262797,Aliso Viejo,US,,,CA,31 Santa Barbara Drive,92656,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,"$0.00-$25.00/Hr Variable Parking Fee, $0.00-$0.42/kWh Variable Energy Fee",,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000004881'],"['ec7d626f-5a87-3f0b-1307-200000012099', 'ec7d626f-5a87-3f0b-1307-200000012102']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195648,,2020-02-12,,,E,,,Aliso Viejo City Hall,800-663-5633,2024-12-04T00:41:47Z,GPS,33.5680323,-117.7276701,Aliso Viejo,US,,,CA,12 Journey,92656,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,"$0.00-$25.00/Hr Variable Parking Fee, $0.00-$0.42/kWh Variable Energy Fee",,False,,,,,,,,,,,,,,,,,,,,,Public,,['d0e864cf-fb2a-3dbf-1307-c00000004880'],"['ec7d626f-5a87-3f0b-1307-200000012098', 'ec7d626f-5a87-3f0b-1307-200000012101']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195797,,2021-09-10,,,E,,,Harrahs Rincon Casino & Resort - Floor 2A,888-998-2546,2024-12-04T00:18:03Z,GPS,33.267589,-116.956282,Valley Center,US,,,CA,777 Harrah's Rincon Way,92082,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000618281'],"['465ba1dd-d734-8158-93cc-330000723806', '465ba1dd-d734-8158-93cc-330000723824']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195798,,2021-09-10,,,E,,,Harrahs Rincon Casino & Resort - Floor 3A,888-998-2546,2024-12-04T00:18:04Z,GPS,33.2658101,-116.9541968,Valley Center,US,,,CA,777 Harrah's Rincon Way,92082,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000618284'],"['465ba1dd-d734-8158-93cc-330000724355', 'ba430230-6b6b-4175-ad7b-527423b62379']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,195854,,2021-09-12,,,E,,,CMV EV STATION #6,888-758-4389,2024-12-03T00:50:01Z,GPS,32.922702,-117.11764,San Diego,US,CASA 2 - Lower Garage,,CA,9800 Mira Lee Way,92126,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL152591'],"['16951571', '16951581']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,195935,,2021-09-15,,,E,,,NBC Universal,888-998-2546,2024-12-04T00:14:27Z,GPS,32.807301,-117.11998,San Diego,US,,,CA,9680 Granite Ridge Drive,92123,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000620066'],"['465ba1dd-d734-8158-93cc-330000726262', 'dc589572-3d98-4277-8265-697bb2f8d382']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,196046,,2021-09-18,,,E,,,CMV EV STATION #9,888-758-4389,2024-12-03T00:50:02Z,GPS,32.923053,-117.117646,San Diego,US,CASA 2 - Lower Garage,,CA,9800 Mira Lee Way,92126,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL152609'],"['16951351', '16951361']",,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,196195,,2021-09-23,,,E,,,SANTA CLARA U. VILLA,888-758-4389,2024-12-04T01:09:52Z,GPS,37.350065,-121.930741,San Jose,US,,,CA,500 El Camino Real  University Villas,95126,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL100325'],"['25765271', '25765281']",,,
private,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,GOVERNMENT,,2024-01-10,,ELEC,Private - Government only,196721,LD,2021-09-21,FG,,E,,FED_GOV,San Diego JCC,,2024-01-31T22:07:01Z,GPS,32.583944,-117.113085,Imperial Beach,US,,,CA,,91932,,,,,,,,,,,,['NEMA1450'],,4.0,,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,,,13.0,DOL,Department of Labor
private,24 hours daily,GOVERNMENT,,2024-01-10,,ELEC,Private - Government only,196729,LD,2021-09-21,FG,,E,,FED_GOV,FAA - Flight Standards Office Building,,2024-01-31T22:07:01Z,GPS,32.810028,-117.143985,San Diego,US,,,CA,8525 Gibbs Dr,92123,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,,,17.0,DOT,Department of Transportation
private,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,GOVERNMENT,,2024-01-10,,ELEC,Private - Government only,196730,LD,2021-09-21,FG,,E,,NATL_PARK,NPS PWR CABR-Maintenance Building,,2024-01-31T22:07:01Z,GPS,32.674886,-117.239527,San Diego,US,,,CA,1800 Cabrillo Memorial Dr,92106,,,,,,,,,,,,['NEMA1450'],,6.0,,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,Cabrillo National Monument,,,,Privé - Réservé au gouvernement,,,,16.0,DOI,Department of the Interior
private,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,GOVERNMENT,,2024-01-10,,ELEC,Private - Government only,196731,LD,2021-09-21,FG,,E,,NATL_PARK,NPS PWR CABR-Visitor Center,,2024-01-31T22:07:01Z,GPS,32.674886,-117.239527,San Diego,US,,,CA,1800 Cabrillo Memorial Dr,92106,,,,,,,,,,,,['NEMA1450'],,2.0,,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,Cabrillo National Monument,,,,Privé - Réservé au gouvernement,,,,16.0,DOI,Department of the Interior
public,24 hours daily,,,2024-12-03,,ELEC,Public,197095,,2021-10-05,,,E,,,UC IRVINE SCPS 2ND FLR 05,888-758-4389,2024-12-03T00:48:03Z,GPS,33.649977,-117.841892,Irvine,US,"These stations offer a Level 1 charge, they are on Level 2 of the SCPS.",,CA,3901 Pereira Dr,92697,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL136803'],"['17428981', '17428991']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,197210,,2021-10-07,,,E,,,EXPOSE EXPOSE 1,888-758-4389,2024-12-03T01:55:16Z,GPS,32.834951,-117.138312,San Diego,US,,,CA,5520 Kearny Villa Rd,92123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL9876201'],"['17553741', '17553751']",,,
public,24 hours daily; guest use only,CREDIT_CARD_ALWAYS,A D Debit M V,2023-06-12,,ELEC,Public - Credit card at all times,197455,LD,2021-10-04,P,False,E,,HOTEL,San Diego Marriott Marquis & Marina,,2024-01-31T22:07:01Z,GPS,32.7091255692216,-117.166186444218,San Diego,US,,,CA,333 W Harbor Dr,92101,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-06-12,,ELEC,Public - Credit card at all times,197456,LD,2021-10-04,P,False,E,,OTHER_ENTERTAINMENT,Jamul Casino,,2024-01-31T22:07:01Z,GPS,32.703325388758,-116.86877806883,Jamul,US,,,CA,14145 Campo Rd,91935,,,,,,,,,,,,['J1772'],,,8.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,198024,,2021-10-19,,,E,,,Mission Valley Office Complex,866-816-7584,2024-12-03T03:28:42Z,GPS,32.776545,-117.157709,San Diego,US,,,CA,7575 Metropolitan Dr,92108,,,,,,,,,,,,['J1772'],,,22.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['fcb2d98f-460b-4ef9-a241-057760376032'],"['6334036a769d34776391fd3c', '6334036a769d34776391fd3d', '6334036a769d34776391fd3e', '6334036a769d34776391fd3f', '6334036a769d34776391fd40', '6334036a769d34776391fd41', '6334036a769d34776391fd43', '6334036a769d34776391fd44', '6334036a769d34776391fd45', '6334036a769d34776391fd46', '6334036a769d34776391fd47', '6334036a769d34776391fd48', '6334036a769d34776391fd6a', '6334036a769d34776391fd6b', '6334036a769d34776391fd6c', '6334036a769d34776391fd6d', '6334036a769d34776391fd6f', '6334036a769d34776391fd70', '6334036a769d34776391fd71', '6334036a769d34776391fd72', '6334036a769d34776391fd73', '6334036a769d34776391fd74']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,199089,,2021-10-26,,,E,,,STONEY'S PARK B01,888-758-4389,2024-12-03T01:54:54Z,GPS,32.793547,-116.961361,El Cajon,US,,,CA,195 E Douglas Ave,92020,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL9761771'],['17332301'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,199090,,2021-10-26,,,E,,,STONEY'S PARK B02,888-758-4389,2024-12-03T01:54:55Z,GPS,32.793548,-116.961478,El Cajon,US,,,CA,195 E Douglas Ave.,92020,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL9761861'],['17332451'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,199476,,2021-10-30,,,E,,,STONEY'S PARK A03 & A04,888-758-4389,2024-12-03T01:50:15Z,GPS,32.793547,-116.961537,El Cajon,US,,,CA,201 S Magnolia Ave,92020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL8075371'],"['14064141', '14064151']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,199477,,2021-10-30,,,E,,,STONEY'S PARK A05 & A06,888-758-4389,2024-12-03T01:50:15Z,GPS,32.793546,-116.96161,El Cajon,US,,,CA,195 E Douglas Ave.,92020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL8075971'],"['14065281', '14065291']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,199478,,2021-10-30,,,E,,,STONEY'S PARK A01 & A02,888-758-4389,2024-12-03T01:50:15Z,GPS,32.793539,-116.961321,El Cajon,US,Handicap Parking,,CA,195 E Douglas Ave,92020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL8076321'],"['14065891', '14065901']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,200411,,2021-11-02,,,E,,,DGS NCFRC,888-758-4389,2024-12-03T01:45:12Z,GPS,33.21143,-117.310729,Oceanside,US,,,CA,3707 Maritime Way,92056,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL5631941'],"['9288791', '9288801']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201031,,2021-11-12,,,E,,,DGS NCLWC STATION 1,888-758-4389,2024-12-03T01:56:01Z,GPS,33.20232,-117.366356,Oceanside,US,,,CA,1701 Mission Ave,92054,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL10219531'],"['18213921', '18213931']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201032,,2021-11-12,,,E,,,DGS NCLWC STATION 2,888-758-4389,2024-12-03T01:56:02Z,GPS,33.202335,-117.3664,Oceanside,US,,,CA,1701 Mission Ave,92054,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL10219821'],"['18214491', '18214501']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201033,,2021-11-12,,,E,,,DGS NCLWC STATION 3,888-758-4389,2024-12-03T01:56:02Z,GPS,33.202305,-117.36636,Oceanside,US,,,CA,1701 Mission Ave,92054,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL10219901'],"['18214651', '18214661']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201034,,2021-11-12,,,E,,,DGS NCLWC STATION 4,888-758-4389,2024-12-03T01:56:02Z,GPS,33.20228,-117.36629,Oceanside,US,,,CA,1701 Mission Ave,92054,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL10220031'],['18214911'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201035,,2021-11-12,,,E,,,DGS NCLWC STATION 5,888-758-4389,2024-12-03T01:56:02Z,GPS,33.202342,-117.366337,Oceanside,US,,,CA,1701 Mission Ave,92054,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL10220091'],"['18215011', '18215021']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201037,,2021-11-12,,,E,,,"Walmart 2494 - Oceanside,CA",833-632-2778,2024-12-03T03:16:36Z,GPS,33.18074,-117.34571,Oceanside,US,,,CA,2100 Vista Way,92054,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",10.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['100041'],"['100041-01', '100041-02', '100041-03', '100041-04', '100041-05', '100041-06', '100041-07', '100041-08', '100041-09', '100041-10']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201159,,2021-11-16,,,E,,,LASPALMASPARK A03 & A04,888-758-4389,2024-12-03T01:31:31Z,GPS,32.668065,-117.083895,National City,US,,,CA,1800 E 22nd St,91950,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL4666801'],"['1009211', '1009221']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201181,,2021-11-16,,,E,,,LASPALMASPARK A01 & A02,888-758-4389,2024-12-03T01:57:00Z,GPS,32.668113,-117.083872,National City,US,In the parking lot on the south side of the pool,,CA,1800 E 22nd St,91950,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL11508091'],"['23428871', '23428881']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201182,,2021-11-16,,,E,,,LASPALMASPARK A05 & A06,888-758-4389,2024-12-03T01:57:00Z,GPS,32.668015,-117.083917,National City,US,,,CA,1800 E 22nd St,91950,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL11508421'],"['19825721', '19825731']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201183,,2021-11-16,,,E,,,LASPALMASPARK A07 & A08,888-758-4389,2024-12-03T01:57:00Z,GPS,32.667972,-117.083936,National City,US,In the parking lot on the south side of the pool,,CA,1800 E 22nd St,91950,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL11508691'],"['23432901', '23432911']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201201,,2021-11-17,,,E,,,23046 AVENIDA SPECTRUM2,888-758-4389,2024-12-03T01:04:24Z,GPS,33.627573,-117.722437,Laguna Hills,US,Behind building along fence line,,CA,23046 Avenida De La Carlota,92653,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL474311'],"['19887931', '19887941']",,,
public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,A D Debit M V,2024-07-01,,ELEC,Public,201301,LD,2021-11-09,P,False,E,,SHOPPING_CENTER,Scripps Ranch Marketplace - Tesla Supercharger,877-798-3752,2024-08-14T18:58:22Z,GPS,32.936306,-117.099475,San Diego,US,,,CA,10555 Scripps Poway Parkway,92131,,,,,,,,,,,,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['11348'],,,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201551,,2021-11-24,,,E,,,ALISO PARKWAY AVP STATION #1,888-758-4389,2024-12-03T01:19:25Z,GPS,33.572061,-117.729634,Aliso Viejo,US,Parking Lot,,CA,26880 Aliso Viejo Pkwy,92656,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL1863621'],"['2192711', '2192721']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201773,,2021-11-30,,,E,,,IRVINE  CO  OFC WFP P5 04,888-758-4389,2024-12-03T01:57:23Z,GPS,32.717266,-117.16062,San Diego,US,Station is on P5 by Elevator.,,CA,401 B St,92101,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL11648181'],['20088361'],,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201808,,2021-12-01,,,E,,,CPTSTATION13 STATION 3,888-758-4389,2024-12-03T01:50:30Z,GPS,32.75807,-117.163506,San Diego,US,,,CA,4305 Third Ave,92103,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL8157291'],"['14223051', '14223061']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,201824,,2021-12-01,,,E,,,CPTSTATION13 STATION 4,888-758-4389,2024-12-03T01:57:45Z,GPS,32.758045,-117.1635,San Diego,US,,,CA,4305 Third Ave,92103,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL11746281'],"['20275361', '20275371']",,,
public,24 hours daily,,,2024-12-03,2024-11-29,ELEC,TEMPORARILY UNAVAILABLE (Public),201825,,2021-12-01,,,T,,,CPTSTATION13 STATION 5,888-758-4389,2024-12-03T01:57:45Z,GPS,32.75806,-117.16351,San Diego,US,,,CA,4305 Third Ave,92103,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,['USCPIL11746301'],['20275401'],,,
public,24 hours daily,,,2024-12-04,,ELEC,Public,201867,,2021-12-01,,,E,,,Reuben H. Fleet Science Center,888-998-2546,2024-12-04T00:53:51Z,GPS,32.730444,-117.147334,San Diego,US,,,CA,1875 El Prado,92101,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,['465ba1dd-d734-8158-93cc-330000646936'],"['465ba1dd-d734-8158-93cc-330000732632', 'a82db34f-27eb-461f-bdce-0310c3d94610', 'bae75220-3737-4911-b2f0-f7f6b9741fae']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,202022,,2021-12-04,,,E,,,ASCENTRIS PINNACLE 2,888-758-4389,2024-12-03T01:29:41Z,GPS,33.013706,-117.094233,San Diego,US,In underground parking,,CA,10920 Via Frontera,92127,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2551311'],"['3373051', '3373061']",,,
public,24 hours daily,,,2024-12-03,,ELEC,Public,202023,,2021-12-04,,,E,,,ASCENTRIS PINNACLE 1,888-758-4389,2024-12-03T01:29:41Z,GPS,33.013706,-117.09434,San Diego,US,In underground parking,,CA,10920 Via Frontera,92127,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,['USCPIL2551371'],"['3373171', '3373181']",,,
